_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,abstr_da,abstr_utt,da,type,utt
885131115,2/17/2016 19:57:42,1897238056,2/17/2016 19:53:27,false,clixsense,0.3333,31738779,CAN,QC,Montréal,67.68.135.40,"{""text"":""From Astor Place where do you want to go to with this bus."",""result"":""yes""}",From Astor Place where do you want to go to with this bus.,"inform(from_stop=""*STREET"")&inform(vehicle=""*VEHICLE"")",i would like the *VEHICLE connection from *STOP,"confirm: from_stop=Astor Place, vehicle=bus; request: to_stop=?",confirm-request,i would like the bus connection from Astor Place
885131116,2/17/2016 18:13:13,1897166592,2/17/2016 18:11:27,false,clixsense,1.0,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""No connections found from Essex Street"",""result"":""yes""}",No connections found from Essex Street,"inform(from_stop=""*STOP"")",i'd like to go from *STOP to the,"*=notfound, from_stop=Essex Street",apologize,i'd like to go from Essex Street to the
885131116,2/17/2016 18:38:16,1897182992,2/17/2016 18:35:37,false,instagc,0.5,25501853,USA,KY,Winchester,104.2.39.114,"{""text"":"" sorry Essex Street is not found"",""result"":""yes""}",sorry Essex Street is not found,"inform(from_stop=""*STOP"")",i'd like to go from *STOP to the,"*=notfound, from_stop=Essex Street",apologize,i'd like to go from Essex Street to the
885131116,2/17/2016 19:53:26,1897235158,2/17/2016 19:50:32,false,clixsense,0.3333,31738779,CAN,QC,Montréal,67.68.135.40,"{""text"":""Sorry I did no found how to get there from Essex Street."",""result"":""yes""}",Sorry I did no found how to get there from Essex Street.,"inform(from_stop=""*STOP"")",i'd like to go from *STOP to the,"*=notfound, from_stop=Essex Street",apologize,i'd like to go from Essex Street to the
885131117,2/17/2016 18:15:22,1897167898,2/17/2016 18:13:13,false,clixsense,1.0,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""take the bus line M21 at 8:18pm from Essex Street to Astor Place"",""result"":""yes""}",take the bus line M21 at 8:18pm from Essex Street to Astor Place,"inform(to_stop=""*STREET"")",connection to *STOP,"from_stop=Essex Street, vehicle=bus, line=M21, direction=Astor Place, departure_time=8:18pm",reply,connection to Astor Place
885131117,2/17/2016 20:01:36,1897241173,2/17/2016 19:55:53,false,vivatic,0.5,36163652,GBR,O4,Torquay,2.222.184.72,"{""text"":""Take the M21 bus from Essex Street heading for Astor Place at 8:18pm."",""result"":""yes""}",Take the M21 bus from Essex Street heading for Astor Place at 8:18pm.,"inform(to_stop=""*STREET"")",connection to *STOP,"from_stop=Essex Street, vehicle=bus, line=M21, direction=Astor Place, departure_time=8:18pm",reply,connection to Astor Place
885131117,2/17/2016 20:30:42,1897261064,2/17/2016 20:25:37,false,instagc,1.0,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""You can connect to Astor Place from Essex Street on bus M21 whiche leaves at 8:18pm"",""result"":""yes""}",You can connect to Astor Place from Essex Street on bus M21 which leaves at 8:18pm.,"inform(to_stop=""*STREET"")",connection to *STOP,"from_stop=Essex Street, vehicle=bus, line=M21, direction=Astor Place, departure_time=8:18pm",reply,connection to Astor Place
885131118,2/17/2016 18:13:13,1897166593,2/17/2016 18:11:27,false,clixsense,1.0,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""No connections found later, sir"",""result"":""yes""}","No connections found later, sir","inform(alternative=""next"")",do you have an alternative at a later time oh,"*=notfound, alternative=next",apologize,do you have an alternative at a later time oh
885131118,2/17/2016 18:38:16,1897182999,2/17/2016 18:35:37,false,instagc,0.5,25501853,USA,KY,Winchester,104.2.39.114,"{""text"":""I have not found a next cab"",""result"":""yes""}",I have not found a next cab,"inform(alternative=""next"")",do you have an alternative at a later time oh,"*=notfound, alternative=next",apologize,do you have an alternative at a later time oh
885131118,2/17/2016 19:53:26,1897235146,2/17/2016 19:50:32,false,clixsense,0.3333,31738779,CAN,QC,Montréal,67.68.135.40,"{""text"":""Sorry I did not found an alternative at a later time."",""result"":""yes""}",Sorry I did not found an alternative at a later time.,"inform(alternative=""next"")",do you have an alternative at a later time oh,"*=notfound, alternative=next",apologize,do you have an alternative at a later time oh
