_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,fluency_assessment,reply,validation_log,abstr_da,abstr_utt,da,type,utt,check_result
887359646,2/24/2016 21:22:54,1904306784,2/24/2016 21:20:38,false,instagc,0.5833,33330229,USA,PA,Dallas,216.37.236.1,"{""text"":""Okay, destination changed to Port Authority Bus Terminal. "",""result"":""yes""}","Okay, destination changed to Port Authority Bus Terminal.",,"inform(to_stop=""*STREET"")",change to *STOP,to_stop=Port Authority Bus Terminal,confirm,change to Port Authority Bus Terminal,Y-L
887359646,2/24/2016 21:53:50,1904342461,2/24/2016 21:51:34,false,gifthunterclub,0.5333,36218728,AUS,,,203.194.8.66,"{""text"":""Do you wish to change to Port Authority Bus Terminal"",""result"":""yes""}",You wish to change to Port Authority Bus Terminal  ,,"inform(to_stop=""*STREET"")",change to *STOP,to_stop=Port Authority Bus Terminal,confirm,change to Port Authority Bus Terminal,E-LS Do you wish to change to Port Authority Bus Terminal
887359647,2/24/2016 21:14:27,1904302321,2/24/2016 21:12:31,false,zoombucks,0.5261,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""from Bowery stop to where"",""result"":""yes""}",from Bowery stop to where,,"inform(from_stop=""*STREET"")",from *STOP ,confirm: from_stop=Bowery; request: to_stop=?,confirm-request,from Bowery ,Y-S
887359647,2/24/2016 21:15:22,1904302876,2/24/2016 21:13:06,false,elite,0.5279,36350388,USA,FL,Naples,76.1.163.13,"{""text"":""From Bowery, to what destination?"",""result"":""yes""}","From Bowery, to what destination?",,"inform(from_stop=""*STREET"")",from *STOP ,confirm: from_stop=Bowery; request: to_stop=?,confirm-request,from Bowery ,Y-S
887359647,2/24/2016 21:20:07,1904305406,2/24/2016 21:14:17,false,prodege,0.64,9557163,USA,IL,Des Plaines,24.1.211.212,"{""text"":""You want to go from Bowery to where?"",""result"":""yes""}",You want to go from Bowery to where?,"/// ""From Bowery to where?"" --- Your reply is too short. Use full, fluent sentences.","inform(from_stop=""*STREET"")",from *STOP ,confirm: from_stop=Bowery; request: to_stop=?,confirm-request,from Bowery ,Y-S
887359648,2/24/2016 21:43:52,1904336338,2/24/2016 21:41:07,false,instagc,0.5433,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""Please try the  subway B at 9:02am from Bowery to Cortlandt Street"",""result"":""yes""}",Please try the  subway B at 9:02am from Bowery to Cortlandt Street,"/// ""Please try the "" --- Your reply is missing the following information: Cortlandt Street, subway, Bowery, 9:02am, B /// ""Please try the  "" --- Your reply is missing the following information: Cortlandt Street, subway, Bowery, 9:02am, B /// ""Please try the  subway"" --- Your reply is missing the following information: Cortlandt Street, Bowery, 9:02am /// ""Please try the  subway "" --- Your reply is missing the following information: Cortlandt Street, Bowery, 9:02am /// ""Please try the  subway B"" --- Your reply is missing the following information: Cortlandt Street, Bowery, 9:02am /// ""Please try the  subway B at "" --- Your reply is missing the following information: Cortlandt Street, Bowery, 9:02am /// ""Please try the  subway B at 9:02am"" --- Your reply is missing the following information: Cortlandt Street, Bowery /// ""Please try the  subway B at 9:02am from "" --- Your reply is missing the following information: Cortlandt Street, Bowery /// ""Please try the  subway B at 9:02am from Bowery"" --- Your reply is missing the following information: Cortlandt Street /// ""Please try the  subway B at 9:02am from Bowery to "" --- Your reply is missing the following information: Cortlandt Street","inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")",i want a *VEHICLE connection from *STOP to *STOP,"direction=Cortlandt Street, vehicle=subway, from_stop=Bowery, departure_time=9:02am, line=B",reply,i want a subway connection from Bowery to Cortlandt Street,Y-S
887359648,2/24/2016 21:48:06,1904339020,2/24/2016 21:44:28,false,clixsense,0.4333,6344072,CAN,BC,Burnaby,172.218.166.58,"{""text"":""You take subway line B from Bowery to Cortlandt Street at 9:02am."",""result"":""yes""}",You take subway line B from Bowery to Cortlandt Street at 9:02am.,"/// """" --- Your reply is missing the following information: Cortlandt Street, subway, Bowery, 9:02am, B /// """" --- Your reply is missing the following information: Cortlandt Street, subway, Bowery, 9:02am, B /// ""You take subway line B from Bowery to CortlandtStreet at 9:02am."" --- Your reply is missing the following information: Cortlandt Street","inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")",i want a *VEHICLE connection from *STOP to *STOP,"direction=Cortlandt Street, vehicle=subway, from_stop=Bowery, departure_time=9:02am, line=B",reply,i want a subway connection from Bowery to Cortlandt Street,Y-S
887359648,2/24/2016 21:50:11,1904340366,2/24/2016 21:42:02,false,fastcashgpt,0.5426,31726334,USA,FL,Fort Myers,184.0.224.229,"{""text"":""I have received your question and you can take the subway from Bowery B line at 9:02am to Cortlandt Street."",""result"":""yes""}",You can take the subway from Bowery B line at 9:02am to Cortlandt Street.  ,"/// ""I have received your question and you can take the subway from Bowery B line at 9:02am to Cortland Street."" --- Your reply is missing the following information: Cortlandt Street","inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")",i want a *VEHICLE connection from *STOP to *STOP,"direction=Cortlandt Street, vehicle=subway, from_stop=Bowery, departure_time=9:02am, line=B",reply,i want a subway connection from Bowery to Cortlandt Street,E-S I have received your question and you can take the subway from Bowery B line at 9:02am to Cortlandt Street.
887359649,2/24/2016 21:19:09,1904304857,2/24/2016 21:17:34,false,zoombucks,0.5261,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""not found from Rector Street to Times Square"",""result"":""yes""}",not found from Rector Street to Times Square,,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")",i am travelling from *STOP and my destination is *STOP,"*=notfound, from_stop=Rector Street, to_stop=Times Square",apologize,i am travelling from Rector Street and my destination is Times Square,Y-
887359649,2/24/2016 21:20:36,1904305705,2/24/2016 21:19:28,false,instagc,0.5833,33330229,USA,PA,Dallas,216.37.236.1,"{""text"":""Sorry, transit from Rector Street to Times Square was not found. "",""result"":""yes""}","Sorry, transit from Rector Street to Times Square was not found.",,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")",i am travelling from *STOP and my destination is *STOP,"*=notfound, from_stop=Rector Street, to_stop=Times Square",apologize,i am travelling from Rector Street and my destination is Times Square,Y-
887359649,2/24/2016 21:21:45,1904306270,2/24/2016 21:20:08,false,prodege,0.64,9557163,USA,IL,Des Plaines,24.1.211.212,"{""text"":""Sorry, a route from Rector Street to Times Square is not found."",""result"":""yes""}","Sorry, a route from Rector Street to Times Square is not found.",,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")",i am travelling from *STOP and my destination is *STOP,"*=notfound, from_stop=Rector Street, to_stop=Times Square",apologize,i am travelling from Rector Street and my destination is Times Square,Y-
887359650,2/24/2016 21:54:00,1904342549,2/24/2016 21:47:42,false,instagc,0.5433,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""It takes around 14 minutes"",""result"":""yes""}",It takes around 14 minutes,"/// ""It takes around "" --- Your reply is missing the following information: 14 minutes",request(duration),how long does the trip take,duration=14 minutes,reply,how long does the trip take,Y-LS
887359650,2/24/2016 22:01:38,1904346780,2/24/2016 22:00:01,false,zoombucks,0.5261,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""it takes 14 minutes to get there"",""result"":""yes""}",it takes 14 minutes to get there,,request(duration),how long does the trip take,duration=14 minutes,reply,how long does the trip take,Y-LS
887359650,2/24/2016 22:03:10,1904347512,2/24/2016 21:58:28,false,fastcashgpt,0.5426,31726334,USA,FL,Fort Myers,184.0.224.229,"{""text"":""I have received your question and the trip will take 14 minutes."",""result"":""yes""}",The trip will take 14 minutes.  ,,request(duration),how long does the trip take,duration=14 minutes,reply,how long does the trip take,E-LS I have received your question and the trip will take 14 minutes.
887359651,2/24/2016 21:54:00,1904342550,2/24/2016 21:47:42,false,instagc,0.5433,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""Ok, you want the subway"",""result"":""yes""}","Ok, you want the subway","/// ""Ok, you want the "" --- Your reply is missing the following information: subway","inform(vehicle=""*VEHICLE"")",i prefer to take the *VEHICLE,vehicle=subway,confirm,i prefer to take the subway,Y-
887359651,2/24/2016 22:01:38,1904346778,2/24/2016 22:00:01,false,zoombucks,0.5261,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""take subway from where to where"",""result"":""yes""}",take subway from where to where,,"inform(vehicle=""*VEHICLE"")",i prefer to take the *VEHICLE,vehicle=subway,confirm,i prefer to take the subway,N-
887359651,2/24/2016 22:03:10,1904347508,2/24/2016 21:58:28,false,fastcashgpt,0.5426,31726334,USA,FL,Fort Myers,184.0.224.229,"{""text"":""I have received your question and understand you want to take the subway."",""result"":""yes""}",I  understand you want to take the subway.  ,,"inform(vehicle=""*VEHICLE"")",i prefer to take the *VEHICLE,vehicle=subway,confirm,i prefer to take the subway,E-LS I have received your question and understand you want to take the subway.
887359652,2/24/2016 21:12:31,1904301471,2/24/2016 21:10:58,false,zoombucks,0.5261,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""it takes 41 minutes to get there"",""result"":""yes""}",it takes 41 minutes to get there,,request(duration),how much time is needed for the ride,duration=41 minutes,reply,how much time is needed for the ride,Y-
887359652,2/24/2016 21:13:05,1904301730,2/24/2016 21:10:54,false,elite,0.5279,36350388,USA,FL,Naples,76.1.163.13,"{""text"":""The ride will take 41 minutes."",""result"":""yes""}",The ride will take 41 minutes.,,request(duration),how much time is needed for the ride,duration=41 minutes,reply,how much time is needed for the ride,Y-L
887359652,2/24/2016 21:15:00,1904302664,2/24/2016 21:12:32,false,instagc,0.5833,33330229,USA,PA,Dallas,216.37.236.1,"{""text"":""41 minutes is needed for the ride."",""result"":""yes""}",41 minutes is needed for the ride.,"/// ""41 minutes."" --- Your reply is too short. Use full, fluent sentences.",request(duration),how much time is needed for the ride,duration=41 minutes,reply,how much time is needed for the ride,Y-LS
887359653,2/24/2016 21:08:24,1904299224,2/24/2016 21:06:08,false,elite,0.5279,36350388,USA,FL,Naples,76.1.163.13,"{""text"":""What station are you coming from?"",""result"":""yes""}",What station are you coming from?,"/// ""From what station?"" --- Your reply is too short. Use full, fluent sentences.","inform(to_stop=""*STREET"")",connection to *STOP,from_stop=?,request,connection to Delancey Street,Y-
887359653,2/24/2016 21:08:50,1904299439,2/24/2016 21:04:17,false,instagc,0.5833,33330229,USA,PA,Dallas,216.37.236.1,"{""text"":""Where are you coming from?"",""result"":""yes""}",Where are you coming from?,"/// ""from where?"" --- Your reply is too short. Use full, fluent sentences. /// ""connection to Delancey Street from where?"" --- Your reply contains superfluous information: location /// ""connection to Delancey Street from what location?"" --- Your reply contains superfluous information: location /// ""connection to Delancey Street from where?"" --- Your reply contains superfluous information: location /// ""connection to Delancey Street from where?
"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation. /// ""connection to Delancey Street from where ?
"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation. /// ""connection to Delancey Street from where?
"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation. /// ""connection to Delancey Street from where.
"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation. /// ""connection to Delancey Street from where.
"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation. /// ""connection to Delancey Street from where.
"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation. /// ""connection to Delancey Street from where.
"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation. /// ""connection  from where.
"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation. /// ""connection  from where.
"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation. /// ""Where are you coming from.
"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation. /// ""Where are you coming from.
"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation. /// ""Where are you coming from
"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation. /// ""Where are you coming fom
"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation. /// ""Where are you coming from
"" --- Your reply contains weird characters. Use only the English alphabet and basic punctuation. /// """" --- Your reply is missing the following information: from_stop=? /// """" --- Your reply is missing the following information: from_stop=? /// ""Connection to Delancey Street from what stop."" --- Your reply contains superfluous information: location /// ""Connection to Delancey Street from what stop."" --- Your reply contains superfluous information: location /// ""Connection to Delancey Street from where."" --- Your reply contains superfluous information: location /// """" --- Your reply is missing the following information: from_stop=?","inform(to_stop=""*STREET"")",connection to *STOP,from_stop=?,request,connection to Delancey Street,Y-
887359653,2/24/2016 21:09:11,1904299665,2/24/2016 21:06:46,false,zoombucks,0.5261,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""from where to where "",""result"":""yes""}",from where to where,"/// ""from where to Delancey Street"" --- Your reply contains superfluous information: location","inform(to_stop=""*STREET"")",connection to *STOP,from_stop=?,request,connection to Delancey Street,N-
887359654,2/24/2016 21:47:41,1904338825,2/24/2016 21:45:41,false,instagc,0.5433,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""Alright, you want 1:00"",""result"":""yes""}","Alright, you want 1:00","/// ""Alright, you want "" --- Your reply is missing the following information: 1:00","inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",i need to find out the connection in *NUMBER minutes,departure_time_rel=1:00,confirm,i need to find out the connection in one minutes,Y-S
887359654,2/24/2016 21:58:27,1904345163,2/24/2016 21:50:11,false,fastcashgpt,0.5426,31726334,USA,FL,Fort Myers,184.0.224.229,"{""text"":""I have received your question and I understand you need a connection in 1:00."",""result"":""yes""}",I understand you need a connection in 1:00.  ,"/// ""I have received your question and I understand you need a connection in 1:00 minutes."" --- Your reply contains superfluous information: time","inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",i need to find out the connection in *NUMBER minutes,departure_time_rel=1:00,confirm,i need to find out the connection in one minutes,E-LS I have received your question and I understand you need a connection in 1:00.
887359654,2/25/2016 17:45:51,1905324378,2/25/2016 17:44:24,false,clixsense,0.5043,21665495,CAN,QC,Montréal,24.105.69.70,"{""text"":""you need a connection at 1:00, sir"",""result"":""yes""}","you need a connection at 1:00, sir","/// ""there is a connection in "" --- Your reply is missing the following information: 1:00 /// ""there is a connection in 1:00"" --- Your reply contains superfluous information: Do not answer, just confirm what you heard /// ""there is a connection in 1:00 minutes, sir"" --- Your reply contains superfluous information: time /// ""there is a connection at 1:00, sir"" --- Your reply contains superfluous information: Do not answer, just confirm what you heard","inform(departure_time_rel=""*DEPARTURE_TIME_REL"")",i need to find out the connection in *NUMBER minutes,departure_time_rel=1:00,confirm,i need to find out the connection in one minutes,Y-LS
887359655,2/24/2016 21:16:25,1904303423,2/24/2016 21:14:28,false,zoombucks,0.5261,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""take bus from Broad Street to Inwood"",""result"":""yes""}",take bus from Broad Street to Inwood,,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")",yes i need a connection a *VEHICLE connection from *STOP to *STOP,"from_stop=Broad Street, to_stop=Inwood, vehicle=bus",confirm,yes i need a connection a bus connection from Broad Street to Inwood,N-
887359655,2/24/2016 21:17:40,1904304021,2/24/2016 21:15:00,false,instagc,0.5833,33330229,USA,PA,Dallas,216.37.236.1,"{""text"":""I understand that you need a bus from Broad Street to Inwood. "",""result"":""yes""}",I understand that you need a bus from Broad Street to Inwood.,,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")",yes i need a connection a *VEHICLE connection from *STOP to *STOP,"from_stop=Broad Street, to_stop=Inwood, vehicle=bus",confirm,yes i need a connection a bus connection from Broad Street to Inwood,Y-S
887359655,2/24/2016 21:18:23,1904304355,2/24/2016 21:15:23,false,elite,0.5279,36350388,USA,FL,Naples,76.1.163.13,"{""text"":""A connection by bus from Broad Street to Inwood."",""result"":""yes""}",A connection by bus from Broad Street to Inwood.,,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")&inform(vehicle=""*VEHICLE"")",yes i need a connection a *VEHICLE connection from *STOP to *STOP,"from_stop=Broad Street, to_stop=Inwood, vehicle=bus",confirm,yes i need a connection a bus connection from Broad Street to Inwood,Y-LS
887359656,2/24/2016 21:12:31,1904301469,2/24/2016 21:10:58,false,zoombucks,0.5261,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""it takes 41 minutes to get there"",""result"":""yes""}",it takes 41 minutes to get there,,request(duration),how much time does it take,duration=41 minutes,reply,how much time does it take,Y-LS
887359656,2/24/2016 21:13:05,1904301728,2/24/2016 21:10:54,false,elite,0.5279,36350388,USA,FL,Naples,76.1.163.13,"{""text"":""It will take 41 minutes."",""result"":""yes""}",It will take 41 minutes.,,request(duration),how much time does it take,duration=41 minutes,reply,how much time does it take,Y-LS
887359656,2/24/2016 21:15:00,1904302668,2/24/2016 21:12:32,false,instagc,0.5833,33330229,USA,PA,Dallas,216.37.236.1,"{""text"":""It takes 41 minutes. "",""result"":""yes""}",It takes 41 minutes.,,request(duration),how much time does it take,duration=41 minutes,reply,how much time does it take,Y-LS
887359657,2/24/2016 21:45:40,1904337581,2/24/2016 21:43:53,false,instagc,0.5433,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""Please use the subway 4 at 3:14pm from Prince Street to Washington Square"",""result"":""yes""}",Please use the subway 4 at 3:14pm from Prince Street to Washington Square,"/// ""ich stop"" --- Your reply is missing the following information: Washington Square, Prince Street, subway, 4, 3:14pm /// """" --- Your reply is missing the following information: Washington Square, Prince Street, subway, 4, 3:14pm /// ""Please use the "" --- Your reply is missing the following information: Washington Square, Prince Street, subway, 4, 3:14pm /// ""Please use the subway"" --- Your reply is missing the following information: Washington Square, Prince Street, 4, 3:14pm /// ""Please use the subway "" --- Your reply is missing the following information: Washington Square, Prince Street, 4, 3:14pm /// ""Please use the subway 4"" --- Your reply is missing the following information: Washington Square, Prince Street, 3:14pm /// ""Please use the subway 4 at "" --- Your reply is missing the following information: Washington Square, Prince Street, 3:14pm /// ""Please use the subway 4 at 3:14pm"" --- Your reply is missing the following information: Washington Square, Prince Street /// ""Please use the subway 4 at 3:14pm from "" --- Your reply is missing the following information: Washington Square, Prince Street /// ""Please use the subway 4 at 3:14pm from Prince Street"" --- Your reply is missing the following information: Washington Square /// ""Please use the subway 4 at 3:14pm from Prince Street to "" --- Your reply is missing the following information: Washington Square","inform(vehicle=""*VEHICLE"")",is there a connection by *VEHICLE,"direction=Washington Square, from_stop=Prince Street, vehicle=subway, line=4, departure_time=3:14pm",reply,is there a connection by subway,Y-S
887359657,2/24/2016 22:07:29,1904350283,2/24/2016 21:44:16,false,clixsense,0.55,21875134,GBR,,,146.90.159.160,"{""text"":""You can take subway line 4, departing from Prince Street at 3:14pm to Washington Square."",""result"":""yes""}","You can take subway line 4, departing from Prince Street at 3:14pm to Washington Square.",,"inform(vehicle=""*VEHICLE"")",is there a connection by *VEHICLE,"direction=Washington Square, from_stop=Prince Street, vehicle=subway, line=4, departure_time=3:14pm",reply,is there a connection by subway,Y-S
887359657,2/24/2016 22:20:23,1904358733,2/24/2016 22:18:29,false,zoombucks,0.5261,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""take lien 4 subway at 3:14pm from Prince Street dir Washington Square"",""result"":""yes""}",Take line 4 subway  at 3:14pm from Prince Street direction  Washington Square  ,,"inform(vehicle=""*VEHICLE"")",is there a connection by *VEHICLE,"direction=Washington Square, from_stop=Prince Street, vehicle=subway, line=4, departure_time=3:14pm",reply,is there a connection by subway,E-S take lien 4 subway at 3:14pm from Prince Street dir Washington Square
887359658,2/24/2016 21:10:57,1904300594,2/24/2016 21:09:12,false,zoombucks,0.5261,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""not found from Bleecker Street to Central Park"",""result"":""yes""}",not found from Bleecker Street to Central Park,,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")",yes i'd like public transit from *STOP to *STOP,"*=notfound, from_stop=Bleecker Street, to_stop=Central Park",apologize,yes i'd like public transit from Bleecker Street to Central Park,Y-S
887359658,2/24/2016 21:12:31,1904301464,2/24/2016 21:10:45,false,instagc,0.5833,33330229,USA,PA,Dallas,216.37.236.1,"{""text"":""Sorry, public transit from Bleecker Street to Central Park was not found. "",""result"":""yes""}","Sorry, public transit from Bleecker Street to Central Park was not found.",,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")",yes i'd like public transit from *STOP to *STOP,"*=notfound, from_stop=Bleecker Street, to_stop=Central Park",apologize,yes i'd like public transit from Bleecker Street to Central Park,Y-LS
887359658,2/24/2016 21:14:16,1904302254,2/24/2016 21:10:23,false,prodege,0.64,9557163,USA,IL,Des Plaines,24.1.211.212,"{""text"":""Transit from Bleecker Street to Central Park is not found."",""result"":""yes""}",Transit from Bleecker Street to Central Park is not found.,,"inform(from_stop=""*STOP"")&inform(to_stop=""*STOP"")",yes i'd like public transit from *STOP to *STOP,"*=notfound, from_stop=Bleecker Street, to_stop=Central Park",apologize,yes i'd like public transit from Bleecker Street to Central Park,Y-LS
887359659,2/24/2016 21:10:57,1904300596,2/24/2016 21:09:12,false,zoombucks,0.5261,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""not found from where to Times Square"",""result"":""yes""}",not found from where to Times Square,,"inform(to_stop=""*STOP"")",i would like to go to *STOP,"*=notfound, to_stop=Times Square",apologize,i would like to go to Times Square,N-
887359659,2/24/2016 21:12:31,1904301461,2/24/2016 21:10:45,false,instagc,0.5833,33330229,USA,PA,Dallas,216.37.236.1,"{""text"":""Sorry, transit to Times Square was not found. "",""result"":""yes""}","Sorry, transit to Times Square was not found.",,"inform(to_stop=""*STOP"")",i would like to go to *STOP,"*=notfound, to_stop=Times Square",apologize,i would like to go to Times Square,Y-S
887359659,2/24/2016 21:14:16,1904302255,2/24/2016 21:10:23,false,prodege,0.64,9557163,USA,IL,Des Plaines,24.1.211.212,"{""text"":""A route to Times Square is not found."",""result"":""yes""}",A route to Times Square is not found.,,"inform(to_stop=""*STOP"")",i would like to go to *STOP,"*=notfound, to_stop=Times Square",apologize,i would like to go to Times Square,Y-S
887359660,2/24/2016 21:17:33,1904303928,2/24/2016 21:16:26,false,zoombucks,0.5261,4711962,CAN,ON,Markham,174.88.29.44,"{""text"":""not found take bus from where to where"",""result"":""yes""}",not found take bus from where to where,,"inform(vehicle=""*VEHICLE"")",looking for *VEHICLE connection,"*=notfound, vehicle=bus",apologize,looking for bus connection,N-
887359660,2/24/2016 21:19:27,1904305041,2/24/2016 21:17:41,false,instagc,0.5833,33330229,USA,PA,Dallas,216.37.236.1,"{""text"":""Sorry, bus connection was not found. "",""result"":""yes""}","Sorry, bus connection was not found.",,"inform(vehicle=""*VEHICLE"")",looking for *VEHICLE connection,"*=notfound, vehicle=bus",apologize,looking for bus connection,Y-LS
887359660,2/24/2016 21:28:15,1904313507,2/24/2016 21:17:51,false,clixsense,0.55,21875134,GBR,,,146.90.159.160,"{""text"":""I'm sorry, I was not able to find you a suitable bus connection."",""result"":""yes""}","I'm sorry, I was not able to find you a suitable bus connection.",,"inform(vehicle=""*VEHICLE"")",looking for *VEHICLE connection,"*=notfound, vehicle=bus",apologize,looking for bus connection,Y-LS
887359661,2/24/2016 21:10:44,1904300481,2/24/2016 21:08:51,false,instagc,0.5833,33330229,USA,PA,Dallas,216.37.236.1,"{""text"":""Connection from where to where. "",""result"":""yes""}",Connection from where to where.,,"inform(vehicle=""*VEHICLE"")",connection by *VEHICLE,"from_stop=?, to_stop=?",request,connection by bus,Y-L
887359661,2/24/2016 21:10:54,1904300575,2/24/2016 21:08:25,false,elite,0.5279,36350388,USA,FL,Naples,76.1.163.13,"{""text"":""From what station and to what direction?"",""result"":""yes""}",From what station and to what direction?,,"inform(vehicle=""*VEHICLE"")",connection by *VEHICLE,"from_stop=?, to_stop=?",request,connection by bus,Y-S
887359661,2/24/2016 21:22:46,1904306737,2/24/2016 21:07:54,false,fastcashgpt,0.5426,31726334,USA,FL,Fort Myers,184.0.224.229,"{""text"":""I have received your question and request additional information about where you are traveling from and traveling to."",""result"":""yes""}",I have received your question and request additional information about where you are traveling from and traveling to.,,"inform(vehicle=""*VEHICLE"")",connection by *VEHICLE,"from_stop=?, to_stop=?",request,connection by bus,N-
887359662,2/24/2016 21:25:59,1904309526,2/24/2016 21:24:17,false,prodege,0.64,9557163,USA,IL,Des Plaines,24.1.211.212,"{""text"":""You want to go to Lincoln Center from Grand Central."",""result"":""yes""}",You want to go to Lincoln Center from Grand Central.,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")",i need to go from *STOP to *STOP,"from_stop=Grand Central, to_stop=Lincoln Center",confirm,i need to go from Grand Central to Lincoln Center,Y-L
887359662,2/24/2016 21:41:06,1904334582,2/24/2016 21:39:57,false,instagc,0.5433,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""oK, YOU WANT FROM Grand Central TO Lincoln Center"",""result"":""yes""}","oK, YOU WANT FROM Grand Central TO Lincoln Center","/// ""oK, YOU WANT FROM "" --- Your reply is missing the following information: Grand Central, Lincoln Center /// ""oK, YOU WANT FROM Grand Central"" --- Your reply is missing the following information: Lincoln Center /// ""oK, YOU WANT FROM Grand Central TO "" --- Your reply is missing the following information: Lincoln Center","inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")",i need to go from *STOP to *STOP,"from_stop=Grand Central, to_stop=Lincoln Center",confirm,i need to go from Grand Central to Lincoln Center,Y-S
887359662,2/24/2016 21:44:15,1904336592,2/24/2016 21:28:16,false,clixsense,0.55,21875134,GBR,,,146.90.159.160,"{""text"":""OK, you need a connection from Grand Central to Lincoln Center."",""result"":""yes""}","OK, you need a connection from Grand Central to Lincoln Center.",,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")",i need to go from *STOP to *STOP,"from_stop=Grand Central, to_stop=Lincoln Center",confirm,i need to go from Grand Central to Lincoln Center,Y-S
887359663,2/24/2016 21:25:59,1904309523,2/24/2016 21:24:17,false,prodege,0.64,9557163,USA,IL,Des Plaines,24.1.211.212,"{""text"":""Take line 6 on the subway from Penn Station in the direction of Wall Street at 11:15pm."",""result"":""yes""}",Take line 6 on the subway from Penn Station in the direction of Wall Street at 11:15pm.,,"inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")",*STOP to *STOP,"vehicle=subway, direction=Wall Street, from_stop=Penn Station, departure_time=11:15pm, line=6",reply,Penn Station to Wall Street,Y-
887359663,2/24/2016 21:41:06,1904334584,2/24/2016 21:39:57,false,instagc,0.5433,18672993,CAN,BC,Vancouver,76.77.82.83,"{""text"":""Please use from Penn Station to Wall Street the 6 subway at 11:15pm"",""result"":""yes""}",Please use from Penn Station to Wall Street the 6 subway at 11:15pm,"/// ""Please use from "" --- Your reply is missing the following information: subway, Wall Street, Penn Station, 11:15pm, 6 /// ""Please use from Penn Station"" --- Your reply is missing the following information: subway, Wall Street, 11:15pm, 6 /// ""Please use from Penn Station to "" --- Your reply is missing the following information: subway, Wall Street, 11:15pm, 6 /// ""Please use from Penn Station to Wall Street"" --- Your reply is missing the following information: subway, 11:15pm, 6 /// ""Please use from Penn Station to Wall Street the "" --- Your reply is missing the following information: subway, 11:15pm, 6 /// ""Please use from Penn Station to Wall Street the 6"" --- Your reply is missing the following information: subway, 11:15pm /// ""Please use from Penn Station to Wall Street the 6 "" --- Your reply is missing the following information: subway, 11:15pm /// ""Please use from Penn Station to Wall Street the 6 subway"" --- Your reply is missing the following information: 11:15pm /// ""Please use from Penn Station to Wall Street the 6 subway at "" --- Your reply is missing the following information: 11:15pm","inform(from_stop=""*STREET"")&inform(to_stop=""*STREET"")",*STOP to *STOP,"vehicle=subway, direction=Wall Street, from_stop=Penn Station, departure_time=11:15pm, line=6",reply,Penn Station to Wall Street,Y-S
