Testing connection to the update server..
(unint)	(unint)	null()	null()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
(unint) goodbye	(unint) goodbye	bye()	bye()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i need a route starting from columbus circle destination columbia university	i need a route starting from *STREET destination *STOP	inform(from_street="Columbus Cir")&inform(to_stop="Columbia University")	inform(from_street="*STREET")&inform(to_stop="*STOP")
yes	yes	affirm()	affirm()
yes	yes	affirm()	affirm()
how long will it take to get there	how long will it take to get there	request(duration)	request(duration)
is there a later alternative	is there a later alternative	inform(alternative="next")	inform(alternative="next")
is there an option at six p m	is there an option at *NUMBER *AMPM	inform(time="6:00")&inform(ampm="pm")	inform(time="*TIME")&inform(ampm="*AMPM")
yes	yes	affirm()	affirm()
i would rather use the bus	i would rather use the *VEHICLE	inform(vehicle="bus")	inform(vehicle="*VEHICLE")
change destination to cortlandt street	change destination to *STREET	inform(to_street="Cortlandt St")	inform(to_street="*STREET")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i would like to depart from canal street and end at washington square	i would like to depart from *STREET and end at *STOP	confirm(from_street="Canal St")&confirm(to_stop="Washington Square")	confirm(from_street="*STREET")&confirm(to_stop="*STOP")
(cough)	(cough)	null()	null()
from canal street to washington square	from *STREET to *STOP	inform(from_street="Canal St")&inform(to_stop="Washington Square")	inform(from_street="*STREET")&inform(to_stop="*STOP")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i would like to depart from canal street	i would like to depart from *STREET	confirm(from_street="Canal St")	confirm(from_street="*STREET")
washington square	*STOP	inform(stop="Washington Square")	inform(stop="*STOP")
canal street	*STREET	inform(street="Canal St")	inform(street="*STREET")
yes	yes	affirm()	affirm()
is there an alternative	is there an alternative	null()	null()
i would like to take the bus	i would like to take the *VEHICLE	inform(vehicle="bus")	inform(vehicle="*VEHICLE")
how long will the ride take	how long will the ride take	request(duration)	request(duration)
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i would like to go to grand street	i would like to go to *STREET	inform(to_street="Grand St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
yes	yes	affirm()	affirm()
fulton street	*STREET	inform(street="Fulton St")	inform(street="*STREET")
what is the duration of the trip	what is the duration of the trip	request(duration)	request(duration)
is there an alternative later time	is there an alternative later time	inform(alternative="next")	inform(alternative="next")
no	no	negate()	negate()
is there a later time	is there a later time	inform(alternative="next")	inform(alternative="next")
no	no	negate()	negate()
is there an alternative route at six p m	is there an alternative route at *NUMBER *AMPM	inform(time="6:00")&inform(ampm="pm")	inform(time="*TIME")&inform(ampm="*AMPM")
that is correct	that is correct	affirm()&ack()	affirm()&ack()
yes	yes	affirm()	affirm()
no i want to depart from fulton street	no i want to depart from *STREET	confirm(from_street="Fulton St")&negate()	confirm(from_street="*STREET")&negate()
i would like to find a connection	i would like to find a connection	inform(task="find_connection")	inform(task="find_connection")
grand street	*STREET	inform(street="Grand St")	inform(street="*STREET")
grand street	*STREET	inform(street="Grand St")	inform(street="*STREET")
fulton street	*STREET	inform(street="Fulton St")	inform(street="*STREET")
what is the duration of the trip	what is the duration of the trip	request(duration)	request(duration)
is there an alternative at six p m	is there an alternative at *NUMBER *AMPM	inform(time="6:00")&inform(ampm="pm")	inform(time="*TIME")&inform(ampm="*AMPM")
i would rather take the bus	i would rather take the *VEHICLE	inform(vehicle="bus")	inform(vehicle="*VEHICLE")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i would like to depart union square and go to wall street	i would like to depart *STREET and go to *STREET	inform(to_street="Union Sq")&inform(to_street2="Wall St")	inform(to_street="*STREET")&inform(to_street2="*STREET")
union square	*STREET	inform(street="Union Sq")	inform(street="*STREET")
yes union square	yes *STREET	inform(street="Union Sq")&affirm()	inform(street="*STREET")&affirm()
union square	*STREET	inform(street="Union Sq")	inform(street="*STREET")
wall street	*STREET	inform(street="Wall St")	inform(street="*STREET")
how long will it take to get there	how long will it take to get there	request(duration)	request(duration)
what time will i arrive	what time will i arrive	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
is there another schedule	is there another schedule	inform(task="find_connection")&reqalts()	inform(task="find_connection")&reqalts()
i would like to go from union square to wall street	i would like to go from *STREET to *STREET	inform(from_street="Union Sq")&inform(to_street="Wall St")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")
is there an option at six o'clock	is there an option at *NUMBER o'clock	inform(time="6:00")	inform(time="*TIME")
i would rather go by bus	i would rather go by *VEHICLE	inform(vehicle="bus")	inform(vehicle="*VEHICLE")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i would like to go to franklin street	i would like to go to *STREET	inform(to_street="Franklin St")&inform(task="find_connection")	inform(to_street="*STREET")&inform(task="find_connection")
bowling green	*STOP	inform(stop="Bowling Green")	inform(stop="*STOP")
how much time is needed for the ride	how much time is needed for the ride	request(duration)	request(duration)
what is the arrival time at the destination	what is the arrival time at the destination	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
is there a different schedule	is there a different schedule	inform(task="find_connection")&reqalts()	inform(task="find_connection")&reqalts()
i would like my departure time at four a m	i would like my departure time at *NUMBER *AMPM	inform(departure_time="4:00")&inform(ampm="am")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")
no is there an option at six p m	no is there an option at *NUMBER *AMPM	deny(time="6:00")&inform(ampm="pm")&negate()	deny(time="*TIME")&inform(ampm="*AMPM")&negate()
i would like to go to uni- columbia university	i would like to go to uni- *STOP	inform(to_stop="Columbia University")&inform(task="find_connection")	inform(to_stop="*STOP")&inform(task="find_connection")
no	no	negate()	negate()
no	no	negate()	negate()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
would like to find a certain building	would like to find a certain building	null()	null()
(hum) queens new york	(hum) *BOROUGH *CITY	inform(borough="Queens")&inform(city="New York")	inform(borough="*BOROUGH")&inform(city="*CITY")
brooklyn	*BOROUGH	inform(borough="Brooklyn")	inform(borough="*BOROUGH")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
yes i'd like transportation	yes i'd like transportation	affirm()	affirm()
marble hill	*STOP	inform(stop="Marble Hill")	inform(stop="*STOP")
franklin street	*STREET	inform(street="Franklin St")	inform(street="*STREET")
franklin street	*STREET	inform(street="Franklin St")	inform(street="*STREET")
franklin street	*STREET	inform(street="Franklin St")	inform(street="*STREET")
no from franklin street	no from *STREET	inform(from_street="Franklin St")&negate()	inform(from_street="*STREET")&negate()
franklin street	*STREET	inform(street="Franklin St")	inform(street="*STREET")
no	no	negate()	negate()
no	no	negate()	negate()
i want to go from franklin street	i want to go from *STREET	inform(from_street="Franklin St")&inform(task="find_connection")	inform(from_street="*STREET")&inform(task="find_connection")
yes	yes	affirm()	affirm()
franklin street	*STREET	inform(street="Franklin St")	inform(street="*STREET")
i want to depart from franklin street	i want to depart from *STREET	confirm(from_street="Franklin St")	confirm(from_street="*STREET")
no	no	negate()	negate()
no i want to depart from franklin street	no i want to depart from *STREET	confirm(from_street="Franklin St")&negate()	confirm(from_street="*STREET")&negate()
i want to arrive at marble hill	i want to arrive at *STOP	inform(to_stop="Marble Hill")	inform(to_stop="*STOP")
i want to arrive at marble hill	i want to arrive at *STOP	inform(to_stop="Marble Hill")	inform(to_stop="*STOP")
i want to depart from franklin street	i want to depart from *STREET	confirm(from_street="Franklin St")	confirm(from_street="*STREET")
yes	yes	affirm()	affirm()
none	none	null()	null()
marble hill	*STOP	inform(stop="Marble Hill")	inform(stop="*STOP")
franklin street	*STREET	inform(street="Franklin St")	inform(street="*STREET")
from franklin street	from *STREET	inform(from_street="Franklin St")	inform(from_street="*STREET")
no i want to go from franklin street to	no i want to go from *STREET to	inform(from_street="Franklin St")&negate()&inform(task="find_connection")	inform(from_street="*STREET")&negate()&inform(task="find_connection")
marble hill	*STOP	inform(stop="Marble Hill")	inform(stop="*STOP")
i want to arrive at marble hill	i want to arrive at *STOP	inform(to_stop="Marble Hill")	inform(to_stop="*STOP")
i want to go from franklin street	i want to go from *STREET	inform(from_street="Franklin St")&inform(task="find_connection")	inform(from_street="*STREET")&inform(task="find_connection")
no i want to depart from franklin street	no i want to depart from *STREET	confirm(from_street="Franklin St")&negate()	confirm(from_street="*STREET")&negate()
no i want to go from franklin street	no i want to go from *STREET	inform(from_street="Franklin St")&negate()&inform(task="find_connection")	inform(from_street="*STREET")&negate()&inform(task="find_connection")
i want to go from franklin street to	i want to go from *STREET to	inform(from_street="Franklin St")&inform(task="find_connection")	inform(from_street="*STREET")&inform(task="find_connection")
marble hill	*STOP	inform(stop="Marble Hill")	inform(stop="*STOP")
yeah	yeah	affirm()	affirm()
yeah	yeah	affirm()	affirm()
i want to arrive at marble hill	i want to arrive at *STOP	inform(to_stop="Marble Hill")	inform(to_stop="*STOP")
do you have a connection from franklin street to marble hill	do you have a connection from *STREET to *STOP	inform(from_street="Franklin St")&inform(to_stop="Marble Hill")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(task="find_connection")
i want to travel from franklin street	i want to travel from *STREET	inform(from_street="Franklin St")&inform(task="find_connection")	inform(from_street="*STREET")&inform(task="find_connection")
how long will it take to get there	how long will it take to get there	request(duration)	request(duration)
how long	how long	request(distance)	request(distance)
i want to arrive at marble hill how long will it take	i want to arrive at *STOP how long will it take	inform(to_stop="Marble Hill")&request(duration)	inform(to_stop="*STOP")&request(duration)
i want to arrive in marble hill how long will that take	i want to arrive in *STOP how long will that take	inform(to_stop="Marble Hill")&request(duration)	inform(to_stop="*STOP")&request(duration)
yeah i do want to depart from franklin street	yeah i do want to depart from *STREET	confirm(from_street="Franklin St")&affirm()	confirm(from_street="*STREET")&affirm()
yep i do	yep i do	null()	null()
i want to go to marble hill	i want to go to *STOP	inform(to_stop="Marble Hill")&inform(task="find_connection")	inform(to_stop="*STOP")&inform(task="find_connection")
i want to arrive at marble hill	i want to arrive at *STOP	inform(to_stop="Marble Hill")	inform(to_stop="*STOP")
no	no	negate()	negate()
no i do not want to go to harbor i want to go to marble hill	no i do not want to go to *CITY i want to go to *STOP	inform(to_stop="Marble Hill")&inform(to_city="Harbor")&negate()&inform(task="find_connection")	inform(to_stop="*STOP")&inform(to_city="*CITY")&negate()&inform(task="find_connection")
(unint)	(unint)	null()	null()
thank you (noise) i need to at six oclock (noise) and on a bus to (noise) fulton street	thank you (noise) i need to at *NUMBER oclock (noise) and on a *VEHICLE to (noise) *STREET	inform(to_street="Fulton St")&inform(time="6:00")&inform(vehicle="bus")&thankyou()	inform(to_street="*STREET")&inform(time="*TIME")&inform(vehicle="*VEHICLE")&thankyou()
none	none	null()	null()
(unint)	(unint)	null()	null()
(unint)	(unint)	null()	null()
i don't want (unint)	i don't want (unint)	null()	null()
yes i am still here can we take the bus (unint)	yes i am still here can we take the *VEHICLE (unint)	inform(vehicle="bus")&affirm()	inform(vehicle="*VEHICLE")&affirm()
hello (noise)	hello (noise)	hello()	hello()
yes i would like to take the bus	yes i would like to take the *VEHICLE	inform(vehicle="bus")&affirm()	inform(vehicle="*VEHICLE")&affirm()
(noise) street at six o'clock p m	(noise) street at *NUMBER o'clock *AMPM	inform(time="6:00")&inform(ampm="pm")	inform(time="*TIME")&inform(ampm="*AMPM")
yeah	yeah	affirm()	affirm()
yes i want to depart from franklin street	yes i want to depart from *STREET	confirm(from_street="Franklin St")&affirm()	confirm(from_street="*STREET")&affirm()
yes i want to go from franklin street to cortlandt street on the bus	yes i want to go from *STREET to *STREET on the *VEHICLE	inform(from_street="Franklin St")&inform(to_street="Cortlandt St")&inform(vehicle="bus")&affirm()&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(vehicle="*VEHICLE")&affirm()&inform(task="find_connection")
(unint)	(unint)	null()	null()
i'm looking for a walmart	i'm looking for a walmart	null()	null()
brooklyn	*BOROUGH	inform(borough="Brooklyn")	inform(borough="*BOROUGH")
manhattan	*BOROUGH	inform(borough="Manhattan")	inform(borough="*BOROUGH")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i want to visit a walmart	i want to visit a walmart	null()	null()
brooklyn	*BOROUGH	inform(borough="Brooklyn")	inform(borough="*BOROUGH")
brooklyn	*BOROUGH	inform(borough="Brooklyn")	inform(borough="*BOROUGH")
yes i do	yes i do	affirm()	affirm()
i want to go to a different part of brooklyn	i want to go to a different part of *BOROUGH	inform(to_borough="Brooklyn")&reqalts()&inform(task="find_connection")	inform(to_borough="*BOROUGH")&reqalts()&inform(task="find_connection")
i wanna go from manhattan to brooklyn	i wanna go from *BOROUGH to *BOROUGH	inform(from_borough="Manhattan")&inform(to_borough="Brooklyn")	inform(from_borough="*BOROUGH")&inform(to_borough="*BOROUGH")
ok i want to go to mcdonald's	ok i want to go to mcdonald's	ack()&inform(task="find_connection")	ack()&inform(task="find_connection")
i wanna go from manhattan to mcdonald's	i wanna go from *BOROUGH to mcdonald's	inform(from_borough="Manhattan")	inform(from_borough="*BOROUGH")
well where can i go in brook-	well where can i go in brook-	ack()	ack()
none	none	null()	null()
no i want a ride outside the park	no i want a ride outside the *CITY	inform(city="Park")&negate()	inform(city="*CITY")&negate()
yes	yes	affirm()	affirm()
is there anything in (unint)	is there anything in (unint)	null()	null()
ok thank you	ok thank you	thankyou()&ack()	thankyou()&ack()
i think that's gonna be it	i think that's gonna be it	null()	null()
mcdonalds	mcdonalds	null()	null()
manhattan	*BOROUGH	inform(borough="Manhattan")	inform(borough="*BOROUGH")
any	any	null()	null()
brooklyn	*BOROUGH	inform(borough="Brooklyn")	inform(borough="*BOROUGH")
what is the weather like in manhattan	what is the weather like in *BOROUGH	inform(in_borough="Manhattan")&inform(task="weather")	inform(in_borough="*BOROUGH")&inform(task="weather")
what is traffic like	what is traffic like	null()	null()
yes	yes	affirm()	affirm()
okay thank you	okay thank you	thankyou()&ack()	thankyou()&ack()
goodbye	goodbye	bye()	bye()
yes i need directions to fulton street	yes i need directions to *STREET	inform(to_street="Fulton St")&inform(task="find_connection")&affirm()	inform(to_street="*STREET")&inform(task="find_connection")&affirm()
yes	yes	affirm()	affirm()
prince street	*STREET	inform(street="Prince St")	inform(street="*STREET")
prince street	*STREET	inform(street="Prince St")	inform(street="*STREET")
how long will it take	how long will it take	request(duration)	request(duration)
and what time will i arrive	and what time will i arrive	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
what about a connection by bus	what about a connection by *VEHICLE	inform(vehicle="bus")&inform(task="find_connection")	inform(vehicle="*VEHICLE")&inform(task="find_connection")
i want to change my destination to franklin street	i want to change my destination to *STREET	inform(to_street="Franklin St")	inform(to_street="*STREET")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
transit schedule from columbia university to canal street	transit schedule from *STOP to *STREET	inform(to_street="Canal St")&inform(from_stop="Columbia University")&inform(task="find_connection")	inform(to_street="*STREET")&inform(from_stop="*STOP")&inform(task="find_connection")
columbia university	*STOP	inform(stop="Columbia University")	inform(stop="*STOP")
to canal street	to *STREET	inform(to_street="Canal St")	inform(to_street="*STREET")
no in new york	no in *CITY	inform(in_city="New York")&negate()	inform(in_city="*CITY")&negate()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
columbia university to houston street	*STOP to *STREET	inform(to_street="Houston St")&inform(from_stop="Columbia University")	inform(to_street="*STREET")&inform(from_stop="*STOP")
how long	how long	request(distance)	request(distance)
connection by bus	connection by *VEHICLE	inform(vehicle="bus")&inform(task="find_connection")	inform(vehicle="*VEHICLE")&inform(task="find_connection")
change to canal street	change to *STREET	inform(to_street="Canal St")	inform(to_street="*STREET")
(hum) yes i would like to travel from columbus circle to times square	(hum) yes i would like to travel from *STREET to *STREET	inform(from_street="Columbus Cir")&inform(to_street="Times Sq")&affirm()	inform(from_street="*STREET")&inform(to_street="*STREET")&affirm()
what is the travel time	what is the travel time	request(duration)	request(duration)
thanks g-	thanks g-	thankyou()	thankyou()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
columbia university to houston street	*STOP to *STREET	inform(to_street="Houston St")&inform(from_stop="Columbia University")	inform(to_street="*STREET")&inform(from_stop="*STOP")
yes	yes	affirm()	affirm()
how long	how long	request(distance)	request(distance)
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
inwood to port authority bus terminal	*STOP to *STOP	inform(from_stop="Inwood")&inform(to_stop="Port Authority Bus Terminal")	inform(from_stop="*STOP")&inform(to_stop="*STOP")
how long will it take	how long will it take	request(duration)	request(duration)
can i get a ride at six in the evening and i want to go by bus	can i get a ride at *NUMBER in the *AMPM and i want to go by *VEHICLE	inform(departure_time="6:00")&inform(ampm="evening")&inform(vehicle="bus")&inform(task="find_connection")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
yes	yes	affirm()	affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
port authority to chambers street	port authority to *STREET	inform(to_street="Chambers St")	inform(to_street="*STREET")
chambers street	*STREET	inform(street="Chambers St")	inform(street="*STREET")
no port authority to chambers street	no port authority to *STREET	inform(to_street="Chambers St")&negate()	inform(to_street="*STREET")&negate()
port authority	port authority	null()	null()
port authority	port authority	null()	null()
port authority	port authority	null()	null()
new jersey	*STATE	inform(state="New Jersey")	inform(state="*STATE")
chambers (unint)	*CITY (unint)	inform(city="Chambers")	inform(city="*CITY")
thank you	thank you	thankyou()	thankyou()
goodbye	goodbye	bye()	bye()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i need to know about trips starting from columbus circle and going to penn station	i need to know about trips starting from *STREET and going to *STOP	inform(from_street="Columbus Cir")&inform(to_stop="Penn Station")	inform(from_street="*STREET")&inform(to_stop="*STOP")
yes	yes	affirm()	affirm()
penn station	*STOP	inform(stop="Penn Station")	inform(stop="*STOP")
what time will i reach my destination	what time will i reach my destination	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
i am looking for a transit schedule from franklin street headed to grand central	i am looking for a transit schedule from *STREET headed to *STOP	inform(from_street="Franklin St")&inform(to_stop="Grand Central")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(task="find_connection")
grand central	*STOP	inform(stop="Grand Central")	inform(stop="*STOP")
franklin street	*STREET	inform(street="Franklin St")	inform(street="*STREET")
and what time will i be there	and what time will i be there	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
now what time will i be there	*TIME what time will i be there	inform(time_rel="now")&request(arrival_time)	inform(time_rel="*TIME_REL")&request(arrival_time="*ARRIVAL_TIME")
when will i get there	when will i get there	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
can i get an alternate route	can i get an alternate route	null()	null()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i would like to go from grand central to rockefeller rockefeller center	i would like to go from *STOP to rockefeller *STOP	inform(from_stop="Grand Central")&inform(to_stop="Rockefeller Center")&inform(task="find_connection")	inform(from_stop="*STOP")&inform(to_stop="*STOP")&inform(task="find_connection")
how long will it take to get there	how long will it take to get there	request(duration)	request(duration)
can i get a bus	can i get a *VEHICLE	inform(vehicle="bus")	inform(vehicle="*VEHICLE")
i am looking for a connection leaving from dyck-	i am looking for a connection leaving from dyck-	inform(task="find_connection")	inform(task="find_connection")
-klin street and going to bowling green	-klin street and going to *STOP	inform(to_stop="Bowling Green")	inform(to_stop="*STOP")
how do i get from dyckman street to bowling green	how do i get from *STREET to *STOP	inform(from_street="Dyckman St")&inform(to_stop="Bowling Green")	inform(from_street="*STREET")&inform(to_stop="*STOP")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
(unint)	(unint)	null()	null()
from rockefeller center to dyckman street	from *STOP to *STREET	inform(to_street="Dyckman St")&inform(from_stop="Rockefeller Center")	inform(to_street="*STREET")&inform(from_stop="*STOP")
how long will that take	how long will that take	request(duration)	request(duration)
okay can i get another ride	okay can i get another ride	reqalts()&ack()&inform(alternative="next")	reqalts()&ack()&inform(alternative="next")
can i go to union square	can i go to *STREET	inform(to_street="Union Sq")	inform(to_street="*STREET")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i want to go from rector street to penn station	i want to go from *STREET to *STOP	inform(from_street="Rector St")&inform(to_stop="Penn Station")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_stop="*STOP")&inform(task="find_connection")
no	no	negate()	negate()
no	no	negate()	negate()
rector street	*STREET	inform(street="Rector St")	inform(street="*STREET")
about how long is that going to take	about how long is that going to take	request(duration)	request(duration)
time needed	time needed	request(duration)	request(duration)
is there an alternative to take the bus	is there an alternative to take the *VEHICLE	inform(vehicle="bus")	inform(vehicle="*VEHICLE")
i want to change destination	i want to change destination	null()	null()
rector street to	*STREET to	inform(from_street="Rector St")	inform(from_street="*STREET")
essex street	*STREET	inform(street="Essex St")	inform(street="*STREET")
essex st-	*CITY st-	inform(city="Essex")	inform(city="*CITY")
street	street	null()	null()
goodbye	goodbye	bye()	bye()
i'm traveling from bowling green to park place	i'm traveling from *STOP to *STREET	inform(to_street="Park Pl")&inform(from_stop="Bowling Green")	inform(to_street="*STREET")&inform(from_stop="*STOP")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i am traveling from bowling green to park place	i am traveling from *STOP to *STREET	inform(to_street="Park Pl")&inform(from_stop="Bowling Green")	inform(to_street="*STREET")&inform(from_stop="*STOP")
what is the time needed and the arrival time	what is the time needed and the arrival time	request(arrival_time)&request(duration)	request(arrival_time="*ARRIVAL_TIME")&request(duration)
can i get another schedule	can i get another schedule	inform(task="find_connection")&reqalts()	inform(task="find_connection")&reqalts()
can i get an alternative at six in the evening	can i get an alternative at *NUMBER in the *AMPM	inform(time="6:00")&inform(ampm="evening")	inform(time="*TIME")&inform(ampm="*AMPM")
no	no	negate()	negate()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i want to leave from grand central and get to marble hill	i want to leave from *STOP and get to *STOP	inform(from_stop="Grand Central")&inform(to_stop="Marble Hill")	inform(from_stop="*STOP")&inform(to_stop="*STOP")
how long will the journey take	how long will the journey take	request(duration)	request(duration)
can i get a connection at a later time	can i get a connection at a later time	inform(task="find_connection")&inform(alternative="next")	inform(task="find_connection")&inform(alternative="next")
is there a bus option	is there a *VEHICLE option	inform(vehicle="bus")	inform(vehicle="*VEHICLE")
yes	yes	affirm()	affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i want to know how to travel from cortlandt street to penn station	i want to know how to travel from *STREET to *STOP	inform(from_street="Cortlandt St")&inform(to_stop="Penn Station")	inform(from_street="*STREET")&inform(to_stop="*STOP")
how long will it take	how long will it take	request(duration)	request(duration)
i would like to travel from cortlandt street to penn station	i would like to travel from *STREET to *STOP	inform(from_street="Cortlandt St")&inform(to_stop="Penn Station")	inform(from_street="*STREET")&inform(to_stop="*STOP")
cortlandt street	*STREET	inform(street="Cortlandt St")	inform(street="*STREET")
yes	yes	affirm()	affirm()
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i want to travel from houston street to park place	i want to travel from *STREET to *STREET	inform(from_street="Houston St")&inform(to_street="Park Pl")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")
yes	yes	affirm()	affirm()
how long will the ride take	how long will the ride take	request(duration)	request(duration)
can i get a connection at a later time	can i get a connection at a later time	inform(task="find_connection")&inform(alternative="next")	inform(task="find_connection")&inform(alternative="next")
can i get information about a connection at six p m	can i get information about a connection at *NUMBER *AMPM	inform(departure_time="6:00")&inform(ampm="pm")&inform(task="find_connection")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(task="find_connection")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i am travelling from astor place and	i am travelling from *STREET and	inform(from_street="Astor Pl")	inform(from_street="*STREET")
i want to get to marble hill	i want to get to *STOP	inform(to_stop="Marble Hill")&inform(task="find_connection")	inform(to_stop="*STOP")&inform(task="find_connection")
yes	yes	affirm()	affirm()
is the time needed for the journey and the arrival time at the destination	is the time needed for the journey and the arrival time at the destination	request(arrival_time)&request(duration)	request(arrival_time="*ARRIVAL_TIME")&request(duration)
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
yes how to start from delancey street to columbia university	yes how to start from *STREET to *STOP	inform(from_street="Delancey St")&inform(to_stop="Columbia University")&affirm()	inform(from_street="*STREET")&inform(to_stop="*STOP")&affirm()
yes	yes	affirm()	affirm()
none	none	null()	null()
i need a six p m	i need a *NUMBER *AMPM	inform(time="6:00")&inform(ampm="pm")	inform(time="*TIME")&inform(ampm="*AMPM")
ride on the bus from delancey to east broadway	ride on the *VEHICLE from delancey to *STREET	inform(to_street="E Broadway")&inform(vehicle="bus")	inform(to_street="*STREET")&inform(vehicle="*VEHICLE")
yes	yes	affirm()	affirm()
delancey street to east broadway	*STREET to *STREET	inform(from_street="Delancey St")&inform(to_street="E Broadway")	inform(from_street="*STREET")&inform(to_street="*STREET")
delancey street	*STREET	inform(street="Delancey St")	inform(street="*STREET")
east broadway	*STREET	inform(street="E Broadway")	inform(street="*STREET")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
transit options	transit options	null()	null()
bowling green	*STOP	inform(stop="Bowling Green")	inform(stop="*STOP")
roosevelt island	*STOP	inform(stop="Roosevelt Island")	inform(stop="*STOP")
roosevelt island	*STOP	inform(stop="Roosevelt Island")	inform(stop="*STOP")
yes	yes	affirm()	affirm()
no	no	negate()	negate()
how long will the ride be	how long will the ride be	request(distance)	request(distance)
when will i reach my destination	when will i reach my destination	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
when will i arrive	when will i arrive	request(arrival_time)	request(arrival_time="*ARRIVAL_TIME")
start over	start over	restart()	restart()
six p m schedule by bus	*NUMBER *AMPM schedule by *VEHICLE	inform(departure_time="6:00")&inform(ampm="pm")&inform(vehicle="bus")&inform(task="find_connection")	inform(departure_time="*DEPARTURE_TIME")&inform(ampm="*AMPM")&inform(vehicle="*VEHICLE")&inform(task="find_connection")
the bowling green	the *STOP	inform(stop="Bowling Green")	inform(stop="*STOP")
bowling green	*STOP	inform(stop="Bowling Green")	inform(stop="*STOP")
delancey street	*STREET	inform(street="Delancey St")	inform(street="*STREET")
no	no	negate()	negate()
delancey street	*STREET	inform(street="Delancey St")	inform(street="*STREET")
delancey street	*STREET	inform(street="Delancey St")	inform(street="*STREET")
roosevelt island	*STOP	inform(stop="Roosevelt Island")	inform(stop="*STOP")
thank you goodbye	thank you goodbye	bye()&thankyou()	bye()&thankyou()
i'd like to	i'd like to	null()	null()
transit itinerary departing from cortlandt street with a destination of park place	transit itinerary departing from *STREET with a destination of *STREET	inform(from_street="Cortlandt St")&inform(to_street="Park Pl")&inform(task="find_connection")	inform(from_street="*STREET")&inform(to_street="*STREET")&inform(task="find_connection")
park place	*STREET	inform(street="Park Pl")	inform(street="*STREET")
park place	*STREET	inform(street="Park Pl")	inform(street="*STREET")
cortlandt street	*STREET	inform(street="Cortlandt St")	inform(street="*STREET")
courtland street	*CITY street	inform(city="Courtland")	inform(city="*CITY")
cortlandt street	*STREET	inform(street="Cortlandt St")	inform(street="*STREET")
how long will it take to get to the destination and what time will you get there	how long will it take to get to the destination and what time will you get there	request(arrival_time)&request(duration)	request(arrival_time="*ARRIVAL_TIME")&request(duration)
is there a schedule at a later time	is there a schedule at a later time	inform(task="find_connection")&inform(alternative="next")	inform(task="find_connection")&inform(alternative="next")
no	no	negate()	negate()
no	no	negate()	negate()
